,0,1,2,3,4
115,Gouchi,Commune,"34,215","71,612",
116,Malawa,Commune,"48,013","88,954",
117,Falmèy,Department,"77,605","103,271",
118,Falmèy,Commune,"56,650","75,115",
119,Guilladjé,Commune,"20,955","28,156",
120,Filingué,Department,"210,200","306,726",
121,Filingué,Commune,"52,401","92,097",
122,Imanan,Commune,"29,286","38,783",
123,Kourfèye Centre,Commune,"44,290","66,855",
124,Tondikandia,Commune,"84,223","108,991",
125,Gaya,Department,"176,235","261,638",
126,Bana,Commune,"13,293","18,128",
127,Bengou,Commune,"13,452","18,469",
128,Gaya,Commune,"40,903","63,815",
129,Tanda,Commune,"33,647","49,973",
130,Tounouga,Commune,"29,444","42,849",
131,Yélou,Commune,"45,496","68,404",
132,Gazaoua,Department,"109,362","160,536",
133,Gangara,Commune,"29,255","51,930",
134,Gazaoua,Commune,"80,107","108,606",
135,Gothèye,Department,"152,985","241,043",
136,Dargol,Commune,"88,329","147,779",
137,Gothèye,Commune,"64,656","93,264",
138,Goudoumaria,Department,"72,784","100,559",
139,Goudoumaria,Commune,"72,784","100,559",
140,Gouré,Department,"202,697","327,818",
141,Alakoss,Commune,"15,173","19,199",
142,Bouné,Commune,"48,274","74,513",
143,Gamou,Commune,"13,715","23,218",
144,Gouré,Commune,"48,600","73,732",
145,Guidiguir,Commune,"32,710","62,731",
146,Kellé,Commune,"44,225","74,425",
147,Guidan-Roumdji,Department,"348,321","523,717",
148,Chadakori,Commune,"69,765","108,711",
149,Guidan Roumdji,Commune,"63,599","95,791",
150,Guidan Sori,Commune,"66,969","93,771",
151,Saé Saboua,Commune,"65,935","99,638",
152,Tibiri,Commune,"82,053","125,806",
153,Iférouane,Department,"16,427","32,731",
154,Iférouane,Commune,"8,108","13,655",
155,Timia,Commune,"8,319","19,076",
156,Illéla,Department,"218,720","335,785",
157,Badaguichiri,Commune,"88,976","115,491",
158,Illéla,Commune,"91,312","142,214",
159,Tajaé,Commune,"38,432","78,080",
160,Ingall,Department,"30,060","51,903",
161,Ingall,Commune,"30,060","51,903",
162,Kantché ( Matameye ),Department,"246,496","399,181",
163,Dan-Barto,Commune,"28,911","40,900",
164,Daouché,Commune,"25,162","37,754",
165,Doungou,Commune,"22,879","39,031",
166,Ichirnawa,Commune,"24,993","42,582",
167,Kantché,Commune,"36,608","56,468",
168,Kourni,Commune,"20,411","28,872",
169,Matamèye,Commune,"41,382","64,988",
170,Tsaouni,Commune,"21,357","37,854",
171,Yaouri,Commune,"24,793","50,732",
172,Keita,Department,"218,337","337,098",
173,Garhanga,Commune,"48,270","69,712",
174,Ibohamane,Commune,"61,018","88,724",
175,Kéita,Commune,"41,563","67,304",
176,Tamaské,Commune,"67,486","111,358",
177,Kollo,Department,"308,627","465,399",
178,Bitinkodji,Commune,"14,506","29,067",
179,Diantchandou,Commune,"24,948","37,059",
180,Hamdallaye,Commune,"40,110","57,002",
181,Karma,Commune,"51,449","88,224",
182,Kirtachi,Commune,"24,314","39,693",
183,Kollo,Commune,"29,359","32,829",
184,Kouré,Commune,"29,481","46,249",
185,Liboré,Commune,"16,494","26,243",
186,Namaro,Commune,"33,527","55,094",
187,N'Dounga,Commune,"14,862","22,341",
188,Youri,Commune,"29,577","31,598",
189,Loga,Department,"133,928","175,543",
190,Falwel,Commune,"41,486","57,564",
191,Loga,Commune,"63,189","82,400",
192,Sokorbé,Commune,"29,253","35,579",
193,Madaoua,Department,"319,374","545,538",
194,Azarori,Commune,"13,873","18,582",
195,Bangui,Commune,"75,903","140,446",
196,Galma Koudawatché,Commune,"33,965","57,255",
197,Madaoua,Commune,"82,449","127,254",
198,Ourno,Commune,"51,160","98,769",
199,Sabon-Guida,Commune,"62,024","103,232",
200,Madarounfa,Department,"291,414","448,863",
201,Dan-Issa,Commune,"54,290","94,841",
202,Djiratawa,Commune,"54,359","85,976",
203,Gabi,Commune,"56,547","83,203",
204,Madarounfa,Commune,"47,617","71,832",
205,Safo,Commune,"53,631","76,454",
206,Sarkin Yamma,Commune,"24,970","36,557",
207,Magaria,Department,"313,066","577,743",
208,Bandé,Commune,"59,203","114,242",
209,Dantchiao,Commune,"41,430","71,018",
210,Kwaya,Commune,"15,198","32,510",
211,Magaria,Commune,"75,876","130,707",
212,Sassoumbroum,Commune,"40,769","78,163",
213,Wacha,Commune,"48,020","93,492",
214,Yékoua,Commune,"32,570","57,611",
215,Maïné-Soroa,Department,"70,613","131,664",
216,Foulatari,Commune,"3,007","30,953",
217,Maïné-Soroa,Commune,"66,606","78,735",
218,N'Guelbély,Commune,"1,000","21,976",
219,Malbaza,Department,"156,870","232,407",
220,Doguérawa,Commune,"82,794","117,975",
221,Malbaza,Commune,"74,076","114,432",
222,Maradi,City,"148,017","267,249",
223,Maradi I,Arrondissement,"51,923","114,307",
224,Maradi II,Arrondissement,"46,318","66,728",
225,Maradi III,Arrondissement,"49,776","86,214",
226,Mayahi,Department,"392,254","557,186",
227,Attantané,Commune,"47,732","71,928",
228,El Allassane Maïreyrey,Commune,"40,136","64,183",
229,Guidan Amoumoune,Commune,"60,461","88,199",
230,Issawane,Commune,"29,987","40,155",
231,Kanan-Bakaché,Commune,"62,956","85,367",
232,Mayahi,Commune,"67,544","90,540",
233,Sarkin Haoussa,Commune,"54,438","76,312",
234,Tchaké,Commune,"29,000","40,502",
235,Mirriah,Department,"289,594","507,499",
236,Dogo,Commune,"61,551","113,447",
237,Droum,Commune,"55,078","102,306",
238,Gaffati,Commune,"30,733","46,379",
239,Gouna,Commune,"39,700","63,598",
240,Hamdara,Commune,"22,824","39,574",
241,Kolléram,Commune,"18,526","29,583",
242,Mirriah,Commune,"43,364","80,126",
243,Zermou,Commune,"17,818","32,486",
244,N'Gourti,Department,"21,045","51,767",
245,N'Gourti,Commune,"21,045","51,767",
246,N'Guigmi,Department,"34,002","73,374",
247,Kablewa,Commune,"3,918","26,176",
248,N'Guigmi,Commune,"30,084","47,198",
249,Niamey,City,"725,030","1,026,848",
250,Niamey I,Arrondissement,"116,537","210,020",
251,Niamey II,Arrondissement,"165,075","246,898",
252,Niamey III,Arrondissement,"175,899","163,175",
253,Niamey IV,Arrondissement,"165,347","274,484",
254,Niamey V,Arrondissement,"102,172","132,271",
255,Ouallam,Department,"241,470","327,224",
256,Dingazi,Commune,"36,933","44,486",
257,Ouallam,Commune,"50,482","68,191",
258,Simiri,Commune,"76,783","103,057",
259,Tondikiwindi,Commune,"77,272","111,490",
260,Say,Department,"117,942","175,625",
261,Ouro Guéladjo,Commune,"19,506","27,553",
262,Say,Commune,"45,519","58,290",
263,Tamou,Commune,"52,917","89,782",
264,Tahoua,Department,"271,233","432,659",
265,Affala,Commune,"34,101","68,225",
266,Bambèye,Commune,"78,348","112,962",
267,Barmou,Commune,"34,987","43,856",
268,Kalfou,Commune,"75,446","111,274",
269,Takanamat,Commune,"17,580","44,049",
270,Tébaram,Commune,"30,771","52,293",
271,Tahoua Ville,City,"88,761","149,498",
272,Tahoua I,Arrondissement,"35,651","53,569",
273,Tahoua II,Arrondissement,"53,110","95,929",
274,Takeita,Department,"153,930","246,818",
275,Dakoussa,Commune,"38,746","61,779",
276,Garagoumsa,Commune,"45,828","69,028",
277,Tirmini,Commune,"69,356","116,011",
278,Tanout,Department,"274,994","429,150",
279,Falenko,Commune,573,"13,993",
280,Gangara,Commune,"88,670","112,967",
281,Olléléwa,Commune,"75,003","116,895",
282,Tanout,Commune,"95,626","154,238",
283,Tenhya,Commune,"15,122","31,057",
284,Tassara,Department,"17,952","24,457",
285,Tassara,Commune,"17,952","24,457",
286,Tchintabaraden,Department,"54,295","145,086",
287,Kao,Commune,"32,083","65,197",
288,Tchintabaraden,Commune,"22,212","79,889",
289,Tchirozérine,Department,"161,435","244,706",
290,Agadez,Commune,"79,228","118,240",
291,Dabaga,Commune,"18,286","23,969",
292,Tabelot,Commune,"20,667","38,994",
293,Tchirozérine,Commune,"43,254","63,503",
294,Téra,Department,"248,511","336,207",
295,Diagourou,Commune,"39,861","61,472",
296,Gorouol,Commune,"48,570","66,276",
297,Kokorou,Commune,"71,200","96,218",
298,Méhana,Commune,"20,884","40,593",
299,Téra,Commune,"67,996","71,648",
300,Tesker,Department,"24,703","37,132",
301,Tesker,Commune,"24,703","37,132",
302,Tessaoua,Department,"343,701","515,852",
303,Baoudetta,Commune,"8,416","11,867",
304,Hawandawaki,Commune,"35,143","39,739",
305,Koona,Commune,"10,990","14,888",
306,Korgom,Commune,"36,563","68,057",
307,Maïjirgui,Commune,"44,183","70,655",
308,Ourafane,Commune,"88,900","137,850",
309,Tessaoua,Commune,"119,506","172,796",
310,Tibiri ( Doutchi ),Department,"211,742","270,016",
311,Douméga,Commune,"26,485","29,429",
312,Guéchémé,Commune,"88,083","108,778",
313,Koré Maïroua,Commune,"42,592","54,251",
314,Tibiri ( Doutchi ),Commune,"54,582","77,558",
315,Tillabéri,Department,"190,356","227,352",
316,Anzourou,Commune,"23,871","28,878",
317,Bibiyergou,Commune,"2,187","1,853",
318,Dessa,Commune,"31,028","32,332",
319,Kourtèye,Commune,"50,171","61,670",
320,Sakoira,Commune,"20,186","26,776",
321,Sinder,Commune,"25,133","28,165",
322,Tillabéri,Commune,"37,780","47,678",
323,Tillia,Department,"17,210","38,994",
324,Tillia,Commune,"17,210","38,994",
325,Torodi,Department,"114,518","182,613",
326,Makalondi,Commune,...,"73,271",
327,Torodi,Commune,...,"109,342",
328,Zinder,City,"195,784","322,935",
329,Zinder I,Arrondissement,"54,149","84,610",
330,Zinder II,Arrondissement,"43,505","68,984",
331,Zinder III,Arrondissement,"38,761","55,995",
332,Zinder IV,Arrondissement,"41,440","80,923",
333,Zinder V,Arrondissement,"17,929","32,423",
334,Niger,Republic,"11,060,291","17,138,707",
