,0,1,2,3,4
359,Sitakilly,Commune,"13,880","30,154",
360,Kidal,Cercle,"17,866","33,466",
361,Anefif,Commune,"4,325","5,119",
362,Essouk,Commune,"1,011","2,378",
363,Kidal,Urban Commune,"11,159","25,969",
364,Kita,Cercle,"303,647","432,531",
365,Badia,Commune,"5,895","7,137",
366,Bendougouba,Commune,"11,790","11,925",
367,Benkadi Founia,Commune,"6,730","9,284",
368,Boudofo,Commune,"2,932","4,477",
369,Bougaribaya,Commune,"5,916","10,085",
370,Didenko,Commune,"6,700","9,947",
371,Djidian,Commune,"12,410","16,392",
372,Djougoun,Commune,"6,917","8,432",
373,Gadougou I,Commune,"16,386","25,375",
374,Gadougou II,Commune,"4,668","9,271",
375,Guémoukouraba,Commune,"6,282","10,129",
376,Kassaro,Commune,"11,918","21,606",
377,Kita,Urban Commune,"31,861","49,043",
378,Kita Nord,Commune,"5,969","8,568",
379,Kita Ouest,Commune,"11,741","16,762",
380,Kobri,Commune,"12,496","15,204",
381,Kokofata,Commune,"14,338","22,084",
382,Kotouba,Commune,"2,321","5,818",
383,Koulou,Commune,"5,441","10,532",
384,Kourouninkoto,Urban Commune,"3,247","5,505",
385,Madina,Commune,"13,447","14,025",
386,Makano,Commune,"8,141","11,029",
387,Namala Guimba,Commune,"8,590","11,914",
388,Niantanso,Commune,"4,005","5,130",
389,Saboula,Commune,"7,063","6,184",
390,Sébékoro,Commune,"18,443","32,815",
391,Séféto-Nord,Commune,"8,037","11,558",
392,Séféto-Ouest,Commune,"14,690","17,457",
393,Senko,Commune,"7,813","8,281",
394,Sirakoro,Commune,"8,849","10,598",
395,Souransan-Tomoto,Commune,"5,004","8,520",
396,Tambaga,Commune,"7,125","10,482",
397,Toukoto,Commune,"6,482","6,962",
398,Kolokani,Cercle,"184,905","232,500",
399,Didieni,Commune,"25,421","33,094",
400,Guihoyo,Commune,"14,917","21,531",
401,Kolokani,Commune,"33,558","44,220",
402,Massantola,Commune,"29,101","35,363",
403,Nonkon,Commune,"14,743","18,131",
404,Nossombougou,Commune,"17,373","20,745",
405,Ouolodo,Commune,"9,328","9,962",
406,Sagabala,Commune,"15,258","17,707",
407,Sébékoro 1 ( Sebecoro ),Commune,"15,053","19,045",
408,Tioribougou,Commune,"10,153","12,702",
409,Kolondiéba,Cercle,"141,861","201,462",
410,Bougoula,Commune,"3,716","6,281",
411,Fakola,Commune,"14,668","28,440",
412,Farako,Commune,"10,370","14,773",
413,Kadiana,Commune,"15,745","19,845",
414,Kebila,Commune,"24,796","33,090",
415,Kolondieba,Commune,"37,945","53,380",
416,Kolosso,Commune,"5,391","6,200",
417,Mena,Commune,"5,003","6,157",
418,Nangalasso,Commune,"8,629","11,684",
419,N'Golodiana,Commune,"5,385","6,872",
420,Tiongui,Commune,"6,573","9,193",
421,Tousseguela,Commune,"3,640","5,547",
422,Koro,Cercle,"267,578","362,587",
423,Bamba,Commune,"10,310","13,403",
424,Barapireli,Commune,"10,375","12,929",
425,Bondo,Commune,"14,959","19,592",
426,Diankabou,Commune,"8,517","11,615",
427,Dinangourou,Commune,"21,791","32,823",
428,Dioungani,Commune,"24,958","32,549",
429,Dougoutene I,Commune,"14,563","20,930",
430,Dougoutene II,Commune,"16,016","21,045",
431,Kassa,Commune,"13,206","18,901",
432,Koporokendie Na,Commune,"14,506","18,504",
433,Koporo Pen,Commune,"15,310","18,766",
434,Koro,Commune,"41,802","63,341",
435,Madougou,Commune,"22,142","28,943",
436,Pel Maoudé,Commune,"12,522","13,659",
437,Yoro,Commune,"13,020","19,109",
438,Youdiou,Commune,"13,581","16,478",
439,Koulikoro,Cercle,"153,485","210,611",
440,Dinandougou,Commune,"15,108","21,360",
441,Doumba,Commune,"6,091","7,463",
442,Koula,Commune,"20,799","23,448",
443,Koulikoro,Urban Commune,"28,670","41,602",
444,Meguetan,Commune,"16,977","25,393",
445,Nyamina,Commune,"27,059","35,785",
446,Sirakorola,Commune,"26,043","35,992",
447,Tienfala,Commune,"4,036","6,988",
448,Tougouni,Commune,"8,702","12,580",
449,Koutiala,Cercle,"382,350","580,453",
450,Diédougou,Commune,"4,352","5,517",
451,Diouradougou Kafo,Commune,"8,272","9,251",
452,Fagui,Commune,"7,621","10,949",
453,Fakolo,Commune,"8,686","11,254",
454,Gouadji Kao,Commune,"7,081","10,714",
455,Goudié Sougouna,Commune,"7,937","13,428",
456,Kafo Faboli,Commune,"11,123","14,206",
457,Kapala,Commune,"5,214","8,293",
458,Karagouana Mallé,Commune,"5,712","7,359",
459,Kolonigué,Commune,"14,681","22,960",
460,Konigué,Commune,"10,453","16,117",
461,Konina,Commune,"9,616","13,856",
462,Konséguéla,Commune,"20,919","30,084",
463,Koromo,Commune,"4,418","9,367",
464,Kouniana,Commune,"2,186","4,645",
465,Koutiala,Urban Commune,"76,914","141,444",
466,Logouana,Commune,"5,531","8,401",
467,Miéna,Commune,"10,823","13,034",
468,M'Pessoba,Commune,"29,254","35,331",
469,Nafanga,Commune,"6,148","8,794",
470,Nampé,Commune,"5,703","4,826",
471,N'Golonianasso,Commune,"12,995","19,802",
472,N'Goutjina,Commune,"7,817","19,575",
473,Niantaga,Commune,"3,680","6,203",
474,N'Tossoni,Commune,"5,426","6,742",
475,Sincina,Commune,"10,645","19,046",
476,Sinkolo,Commune,"7,395","12,415",
477,Songo-Doubacoré,Commune,"9,222","14,760",
478,Songoua,Commune,"5,117","6,199",
479,Sorobasso,Commune,"4,115","5,716",
480,Tao,Commune,"4,687","5,947",
481,Yognogo,Commune,"3,895","4,768",
482,Zanfigué,Commune,"10,571","15,239",
483,Zangasso,Commune,"13,463","19,496",
484,Zanina,Commune,"5,824","7,425",
485,Zébala,Commune,"14,854","17,290",
486,Macina,Cercle,"168,853","236,077",
487,Bokywere,Commune,"10,816","15,402",
488,Folomana,Commune,"6,680","8,411",
489,Kokry,Commune,"11,631","17,484",
490,Kolongo ( Kolongotomo ),Commune,"22,974","34,174",
491,Macina,Commune,"23,450","36,272",
492,Matomo,Commune,"10,585","15,027",
493,Monimpebougou,Commune,"22,855","33,954",
494,Saloba,Commune,"27,850","34,892",
495,Sana,Commune,"19,329","23,342",
496,Souleye,Commune,"7,235","9,867",
497,Tongué,Commune,"5,448","7,252",
498,Ménaka,Cercle,"53,332","54,456",
499,Alata,Commune,...,"2,856",
500,Andéramboukane,Commune,"11,038","18,090",
501,Inékar,Commune,"5,177","5,421",
502,Ménaka,Commune,"14,781","22,659",
503,Tidermène,Commune,"4,181","5,430",
504,Mopti,Cercle,"263,719","368,905",
505,Bassirou,Commune,"1,369","1,718",
506,Borondougou,Commune,"7,234","8,070",
507,Dialloubé,Commune,"20,704","30,948",
508,Fatoma,Commune,"11,452","14,910",
509,Konna,Commune,"26,727","36,790",
510,Korombana,Commune,"19,213","29,741",
511,Koubaye,Commune,"5,013","6,571",
512,Kounari,Commune,"12,654","15,487",
513,Mopti,Urban Commune,"80,472","120,786",
514,Ouro Modi,Commune,"3,149","3,328",
515,Ouroubé Douddé,Commune,"10,573","12,224",
516,Sasalbé,Commune,"4,802","5,996",
517,Sio,Commune,"18,382","24,130",
518,Socoura,Commune,"24,254","36,983",
519,Soye,Commune,"17,721","21,223",
520,Nara,Cercle,"166,783","241,904",
521,Allahina,Commune,"8,121","11,592",
522,Dabo,Commune,"6,641","11,624",
523,Dilly,Commune,"28,682","38,449",
524,Dogofry,Commune,"24,377","34,655",
525,Fallou,Commune,"21,477","30,035",
526,Guénéibe,Commune,"6,257","8,751",
527,Guiré,Commune,"9,574","19,875",
528,Koronga,Commune,"7,917","11,011",
529,Nara,Commune,"19,793","29,602",
530,Niamana,Commune,"21,205","28,080",
531,Ouagadou,Commune,"12,739","18,230",
532,Niafunké,Cercle,"122,988","175,442",
533,Banikane Narhawa,Commune,"16,318","21,273",
534,Dianke,Commune,"7,204","10,447",
535,Fittouga,Commune,"21,033","30,097",
536,Koumaira,Commune,"11,090","14,431",
537,Léré,Commune,"11,204","17,432",
538,N'Gorkou,Commune,"15,693","24,389",
539,Soboundou,Commune,"28,195","40,425",
540,Soumpi,Commune,"9,163","16,948",
541,Niono,Cercle,"228,264","364,871",
542,Diabaly,Commune,"20,031","34,324",
543,Dogofry,Commune,"20,880","34,013",
544,Kala Siguida,Commune,"14,492","21,343",
545,Mariko,Commune,"16,909","23,313",
546,Nampalari,Commune,"6,050","11,104",
547,Niono,Commune,"54,251","81,643",
548,Pogo,Commune,"7,487","16,325",
549,Siribala,Commune,"20,566","37,766",
550,Sirifila-Boundy,Commune,"25,885","32,915",
551,Sokolo,Commune,"14,033","25,049",
552,Toridaga-Ko,Commune,"15,733","29,766",
553,Yeredon Saniona,Commune,"11,947","17,310",
554,Nioro,Cercle,"165,708","228,926",
555,Baniéré Koré,Commune,"4,833","5,661",
556,Diabigue,Commune,"7,563","9,408",
557,Diarra,Commune,"5,655","7,137",
558,Diaye Coura,Commune,"9,826","13,717",
559,Gavinane,Commune,"10,366","15,679",
560,Gogui,Commune,"9,640","12,947",
561,Guétéma,Commune,"7,622","9,332",
562,Kadiaba Kadiel,Commune,"7,897","9,926",
563,Koréra Koré,Commune,"14,796","19,427",
564,Nioro ( Nioro du Sahel ),Urban Commune,"22,266","33,691",
565,Nioro Tougouné Rangabé,Commune,"10,184","13,201",
566,Sandare,Commune,"16,525","25,616",
567,Simbi,Commune,"12,603","20,093",
568,Trougoumbé,Urban Commune,"9,988","12,488",
569,Yéréré,Commune,"11,883","13,487",
570,Youri,Urban Commune,"4,061","7,116",
571,San,Cercle,"250,597","333,613",
572,Baramandougou,Commune,"7,011","9,149",
573,Dah,Commune,"11,859","12,935",
574,Diakourouna,Commune,"6,807","11,699",
575,Dieli,Commune,"12,436","13,984",
576,Djeguena,Commune,"4,163","4,039",
577,Fion,Commune,"5,440","6,504",
578,Kaniegue,Commune,"6,462","7,120",
579,Karaba,Commune,"6,011","8,691",
580,Kassorola,Commune,"13,349","16,342",
581,Kava,Commune,"12,478","18,356",
582,Moribila,Commune,"8,942","11,544",
583,N'Goa,Commune,"7,592","9,182",
584,Niamana,Commune,"5,007","9,583",
585,Niasso,Commune,"10,441","13,172",
586,N'Torosso,Commune,"8,372","10,199",
587,Ouolon,Commune,"9,271","13,313",
588,San,Urban Commune,"46,631","66,967",
589,Siadougou,Commune,"12,143","17,744",
590,Somo,Commune,"3,760","3,744",
591,Sourountouna,Commune,"10,019","12,371",
592,Sy,Commune,"9,294","12,556",
593,Tene,Commune,"14,890","20,658",
594,Teneni,Commune,"7,096","7,000",
595,Tourakolomba,Commune,"4,993","7,877",
596,Waki,Commune,"6,130","8,884",
597,Ségou,Cercle,"501,447","696,115",
598,Baguindadougou,Commune,"8,131","10,391",
599,Bellen,Commune,"4,176","6,915",
600,Boussin,Commune,"8,496","11,504",
601,Cinzana,Commune,"28,967","36,073",
602,Diédougou,Commune,"12,984","16,529",
603,Diganibougou,Commune,"9,686","15,620",
604,Dioro,Commune,"36,880","46,621",
605,Diouna,Commune,"6,620","9,142",
606,Dougabougou,Commune,"19,478","27,951",
607,Farako,Commune,"9,985","11,771",
608,Farakou Massa,Commune,"10,376","14,710",
609,Fatiné,Commune,"20,147","25,144",
610,Kamiandougou,Commune,"11,835","15,177",
611,Katiéna,Commune,"21,157","34,112",
612,Konodimini,Commune,"13,037","15,913",
613,Markala,Commune,"36,303","45,926",
614,Massala,Commune,"5,524","7,304",
615,N'Gara,Commune,"12,414","11,706",
