,0,1,2,3,4,5
66,Marracuene,District,"41,677","84,975","218,788",
67,Matola,City,"424,662","671,556","1,032,197",
68,Matutuíne,District,"30,431","37,239","43,664",
69,Moamba,District,"43,396","56,559","88,583",
70,Namaacha,District,"31,441","41,954","47,129",
71,Maputo Cidade,City,"971,567","1,094,628","1,080,277",
72,KaMavota ( Distrito Urbano 4 ),City District,"228,244","293,270","326,771",
73,KaMaxakeni ( Distrito Urbano 3 ),City District,"210,551","223,628","195,556",
74,KaMphumu ( Distrito Urbano 1 ),City District,"154,284","108,096","76,157",
75,KaMubukwana ( Distrito Urbano 5 ),City District,"211,008","290,775","319,968",
76,KaNyaka ( Inhaca ),City District,...,"5,216","5,958",
77,KaTembe ( Catembe ),City District,"4,730","19,371","28,788",
78,Nlhamankulu ( Distrito Urbano 2 ),City District,"162,750","154,272","127,079",
79,Nampula,Province,"2,975,747","3,985,613","5,483,382",
80,Angoche,District,"228,526","276,471","347,176",
81,Eráti,District,"210,239","256,715","387,713",
82,Ilha de Mocambique [ Island of Mozambique ],City,"42,407","48,063","64,577",
83,Lalaua,District,"55,912","73,536","107,369",
84,Larde ( ← Moma ),District,"48,857","68,872","98,385",
85,Liúpo ( ← Mogincual ),District,"35,248","63,792","89,259",
86,Malema,District,"128,732","164,898","213,011",
87,Meconta,District,"123,097","154,843","223,760",
88,Mecubúri,District,"118,726","155,624","207,285",
89,Memba,District,"188,992","229,824","328,460",
90,Mogincual,District,"57,072","66,177","98,177",
91,Mogovolas,District,"182,184","266,559","368,905",
92,Moma,District,"189,798","241,818","324,442",
93,Monapo,District,"226,968","304,060","393,813",
94,Mossuril,District,"89,457","116,301","174,641",
95,Muecate,District,"69,619","93,906","134,280",
96,Murrupula,District,"101,745","140,311","184,732",
97,Nacala ( Nacala Porto ),City,"158,248","206,449","287,536",
98,Nacala-a-Velha,District,"77,918","88,807","121,726",
99,Nacarôa,District,"82,766","106,887","145,450",
100,Nampula,City,"303,346","471,717","760,214",
101,Rapale ( Nampula Distrito ),District,"127,681","203,733","166,327",
102,Ribáuè,District,"128,209","186,250","256,144",
103,Niassa,Province,"756,287","1,170,783","1,713,751",
104,Chimbonila ( Lichinga Distrito ),District,"62,802","94,972","72,503",
105,Cuamba,District,"126,380","184,773","267,928",
106,Lago,District,"55,892","83,099","106,968",
107,Lichinga,City,"85,758","142,331","242,204",
108,Majune,District,"20,571","29,702","40,004",
109,Mandimba,District,"84,011","133,648","211,979",
110,Marrupa,District,"40,199","53,649","77,808",
111,Maúa,District,"38,390","49,397","68,260",
112,Mavago,District,"12,381","20,241","29,933",
113,Mecanhelas,District,"76,311","156,885","269,619",
114,Mecula,District,"10,972","13,779","20,888",
115,Metarica,District,"20,430","29,439","45,303",
116,Muembe,District,"18,680","28,645","43,787",
117,N'gauma,District,"33,721","64,049","95,823",
118,Nipepe,District,"25,564","30,009","45,086",
119,Sanga,District,"44,225","56,165","75,658",
120,Sofala,Province,"1,289,390","1,642,920","2,196,845",
121,Beira,City,"397,368","431,583","592,090",
122,Búzi,District,"143,152","159,459","177,415",
123,Caia,District,"86,001","115,612","158,256",
124,Chemba,District,"49,634","63,981","83,257",
125,Cheringoma,District,"20,795","34,093","57,572",
126,Chibabava,District,"72,273","102,006","135,202",
127,Dondo,District,"117,719","141,003","193,382",
128,Gorongosa,District,"77,877","117,129","176,845",
129,Machanga,District,"44,784","51,912","55,848",
130,Maringué,District,"56,654","75,135","95,362",
131,Marromeu,District,"69,895","117,795","154,361",
132,Muanza,District,"15,308","25,225","38,174",
133,Nhamatanda,District,"137,930","207,987","279,081",
134,Tete,Province,"1,144,604","1,783,967","2,551,826",
135,Angónia,District,"247,999","298,815","472,164",
136,Cahora-Bassa,District,"57,675","86,641","128,768",
137,Changara,District,"68,156","92,526","123,056",
138,Chifunde,District,"48,498","100,243","157,647",
139,Chiuta,District,"50,372","75,410","101,341",
140,Dôa ( ← Mutarara ),District,"24,306","67,618","87,077",
141,Macanga,District,"46,515","110,873","158,881",
142,Magoé,District,"39,304","68,852","89,273",
143,Marara ( ← Changara ),District,"51,395","64,019","73,044",
144,Marávia,District,"53,031","82,874","126,630",
145,Moatize,District,"109,103","215,092","260,843",
146,Mutarara,District,"106,437","139,392","168,058",
147,Tete,City,"101,984","155,870","307,338",
148,Tsangano,District,"106,557","169,392","214,560",
149,Zumbo,District,"33,272","56,350","83,144",
150,Zambézia,Province,"2,891,809","3,849,455","5,002,457",
151,Alto Molócuè,District,"185,224","272,482","341,184",
152,Chinde,District,"77,571","74,982","85,408",
153,Derre ( ← Morrumbala ),District,"56,891","72,662","107,980",
154,Gilé,District,"126,988","169,285","222,387",
155,Gurué,District,"197,179","297,935","420,869",
156,Ile,District,"172,817","215,226","188,787",
157,Inhassunge,District,"87,396","91,196","91,653",
158,Luabo ( ← Chinde ),District,"51,544","44,916","54,253",
159,Lugela,District,"106,770","135,485","188,659",
160,Maganja da Costa,District,"148,329","171,615","183,504",
161,Milange,District,"258,276","412,165","619,275",
162,Mocuba,District,"214,748","300,628","422,681",
163,Mocubela ( ← Maganja da Costa ),District,"80,901","105,266","110,857",
164,Molumbo ( ← Milange ),District,"77,452","86,470","331,980",
165,Mopeia,District,"71,535","115,291","136,520",
166,Morrumbala,District,"186,860","286,251","380,189",
167,Mulevala ( ← Ile ),District,"51,350","74,665","106,192",
168,Namacurra,District,"160,879","186,410","242,126",
169,Namarroi,District,"95,257","125,999","149,898",
170,Nicoadala,District,"135,275","231,850","180,686",
171,Pebane,District,"198,451","185,333","195,857",
172,Quelimane,City,"150,116","193,343","349,842",
173,Moçambique [ Mozambique ],Republic,"15,278,334","20,252,223","26,899,105",
