,0,1,2,3,4,5
62,Kandreho,District,"9,360","25,964","27,997",
63,Maevatanana,District,"83,925","220,769","236,791",
64,Tsaratanana,District,"76,890","146,545","152,822",
65,Boeny,Region,"391,066","929,312","978,350",
66,Ambato-Boeni ( Ambato Boina ),District,"85,644","264,170","283,840",
67,Mahajanga I,District,"106,780","246,022","258,068",
68,Mahajanga II,District,"36,829","95,523","101,218",
69,Marovoay,District,"98,183","197,756","204,963",
70,Mitsinjo,District,"42,036","84,157","87,202",
71,Soalala,District,"21,594","41,684","43,059",
72,Bongolava,Region,"235,090","670,993","712,681",
73,Fenoarivobe ( Fenoarivo Afovoany ),District,"64,780","180,494","191,309",
74,Tsiroanomandidy,District,"170,310","490,499","521,372",
75,Diana,Region,"359,227","889,962","939,281",
76,Ambanja,District,"100,465","236,988","248,842",
77,Ambilobe,District,"112,917","285,075","301,103",
78,Antsiranana I,District,"59,040","129,320","134,922",
79,Antsiranana II,District,"57,373","130,313","136,389",
80,Nosy Be,District,"29,432","108,266","118,025",
81,Haute Matsiatra ( Matsiatra Ambony ),Region,"771,714","1,444,587","1,522,112",
82,Ambalavao,District,"143,948","298,404","316,842",
83,Ambohimahasoa,District,"149,452","271,233","284,782",
84,Fianarantsoa I,District,"109,260","191,776","200,765",
85,Ikalamavony,District,"42,535","125,327","137,092",
86,Isandra,District,"85,332","151,056","157,769",
87,Lalangina,District,"111,769","184,162","192,344",
88,Vohibato,District,"129,418","222,629","232,518",
89,Ihorombe,Region,"129,443","417,312","443,172",
90,Iakora,District,"22,717","55,380","57,362",
91,Ihosy,District,"80,750","292,880","313,733",
92,Ivohibe,District,"25,976","69,052","72,077",
93,Itasy,Region,"462,794","898,549","954,196",
94,Arivonimamo,District,"204,601","354,736","372,816",
95,Miarinarivo,District,"142,461","293,718","313,443",
96,Soavinandriana,District,"115,732","250,095","267,937",
97,Melaky,Region,"126,355","308,944","330,367",
98,Ambatomainty,District,"15,356","43,211","46,739",
99,Antsalova,District,"23,663","58,280","62,306",
100,Besalampy,District,"29,739","59,395","62,347",
101,Maintirano,District,"41,481","113,542","122,505",
102,Morafenobe,District,"16,116","34,516","36,470",
103,Menabe,Region,"285,125","692,463","727,367",
104,Belo sur Tsiribihina ( Belon'i Tsiribihina ),District,"41,879","129,527","138,775",
105,Mahabo,District,"68,680","150,947","157,104",
106,Manja,District,"44,945","106,369","111,430",
107,Miandrivazo,District,"65,550","155,089","162,462",
108,Morondava,District,"64,071","150,531","157,596",
109,Sava,Region,"595,506","1,123,772","1,204,282",
110,Andapa,District,"118,714","213,631","227,941",
111,Antalaha,District,"149,684","264,807","282,158",
112,Sambava,District,"190,788","397,880","429,947",
113,Vohemar ( Vohimarina ),District,"136,320","247,454","264,236",
114,Sofia,Region,"677,197","1,507,591","1,610,222",
115,Analalava,District,"70,775","164,686","176,396",
116,Antsohihy,District,"84,786","175,671","186,283",
117,Bealanana,District,"79,302","188,115","201,836",
118,Befandriana Avaratra ( Befandriana-Nord ),District,"133,355","257,444","271,314",
119,Boriziny-Vaovao ( Port-Bergé ),District,"81,599","228,785","248,906",
120,Mampikony,District,"66,413","188,084","204,840",
121,Mandritsara,District,"160,967","304,806","320,647",
122,Vakinankaratra,Region,"1,144,318","2,079,659","2,211,677",
123,Ambatolampy,District,"169,448","282,243","299,512",
124,Antanifotsy,District,"219,129","354,233","374,933",
125,Antsirabe I,District,"126,062","246,354","265,018",
126,Antsirabe II,District,"262,553","447,273","475,556",
127,Betafo,District,"150,627","318,576","331,696",
128,Faratsiho,District,"129,971","222,922","237,162",
129,Mandoto,District,"86,528","208,058","227,800",
130,Vatovavy-Fitovinany,Region,"750,468","1,440,657","1,534,754",
131,Ifanadiana,District,"103,710","174,444","183,553",
132,Ikongo,District,"81,627","204,475","222,580",
133,Manakara ( Manakara Atsimo ),District,"178,608","385,860","414,818",
134,Mananjary,District,"177,041","276,887","289,411",
135,Nosy Varika,District,"134,709","254,344","270,332",
136,Vohipeno,District,"74,773","144,647","154,060",
137,Madagascar,Republic,"12,238,914","25,674,196","27,190,927",
