,0,1,2,3,4
148,Orodara,Commune,"31,632","44,679",
149,Samoghohiri ( Samogohiri ),Commune,"6,707","10,189",
150,Samorogouan,Commune,"35,015","45,428",
151,Sindo,Commune,"17,322","26,404",
152,Komondjari ( Komandjoari ),Province,"79,507","105,604",
153,Bartiébougou,Commune,"16,067","16,934",
154,Foutouri,Commune,"14,683","12,452",
155,Gayéri,Commune,"48,757","76,218",
156,Kompienga,Province,"75,867","117,682",
157,Kompienga,Commune,"29,286","45,986",
158,Madjoari,Commune,"9,285","9,974",
159,Pama,Commune,"37,296","61,722",
160,Kossi,Province,"278,546","357,089",
161,Barani,Commune,"47,991","54,748",
162,Bomborokuy,Commune,"14,465","19,904",
163,Bourasso,Commune,"11,746","20,115",
164,Djibasso,Commune,"52,157","63,283",
165,Dokuy,Commune,"27,760","40,588",
166,Doumbala,Commune,"27,353","33,326",
167,Kombori,Commune,"10,155","15,118",
168,Madouba,Commune,"6,596","10,150",
169,Nouna,Commune,"73,006","89,742",
170,Sono,Commune,"7,317","10,115",
171,Koulpélogo,Province,"258,667","362,644",
172,Comin-Yanga,Commune,"40,832","48,260",
173,Dourtenga,Commune,"9,517","13,770",
174,Lalgaye,Commune,"15,101","19,436",
175,Ouargaye,Commune,"32,658","42,626",
176,Sangha ( Sanga ),Commune,"46,219","54,647",
177,Soudougui,Commune,"47,213","92,179",
178,Yargatenga,Commune,"40,987","57,754",
179,Yondé,Commune,"26,140","33,972",
180,Kouritenga,Province,"329,779","480,021",
181,Andemtenga,Commune,"49,207","69,428",
182,Baskouré,Commune,"11,723","15,889",
183,Dialgaye,Commune,"36,893","54,073",
184,Gounghin,Commune,"35,257","46,379",
185,Kando ( Cando ),Commune,"28,282","38,882",
186,Koupéla,Commune,"58,411","91,023",
187,Pouytenga,Commune,"75,250","118,495",
188,Tensobentenga,Commune,"20,027","25,887",
189,Yargo,Commune,"14,729","19,965",
190,Kourwéogo,Province,"138,217","181,242",
191,Boussé,Commune,"43,352","58,643",
192,Laye,Commune,"12,323","16,630",
193,Niou,Commune,"26,998","35,171",
194,Sourgoubila,Commune,"39,044","48,654",
195,Toéghin,Commune,"16,500","22,144",
196,Léraba,Province,"124,280","179,423",
197,Dakoro,Commune,"13,227","18,003",
198,Douna,Commune,"9,046","14,195",
199,Kankalaba,Commune,"9,668","12,592",
200,Loumana,Commune,"24,454","33,787",
201,Niankorodougou,Commune,"34,143","51,601",
202,Ouéléni,Commune,"11,662","17,993",
203,Sindou,Commune,"18,280","25,748",
204,Wolonkoto,Commune,"3,800","5,504",
205,Loroum,Province,"142,853","198,192",
206,Banh,Commune,"30,332","38,521",
207,Ouindigui,Commune,"28,278","32,855",
208,Sollé,Commune,"17,526","21,839",
209,Titao,Commune,"66,717","104,977",
210,Mouhoun,Province,"297,350","391,561",
211,Bondokuy,Commune,"50,527","62,214",
212,Dédougou,Commune,"86,965","123,973",
213,Douroula,Commune,"12,804","18,418",
214,Kona,Commune,"19,606","27,164",
215,Ouarkoye,Commune,"38,830","44,616",
216,Safané,Commune,"48,911","62,048",
217,Tchériba,Commune,"39,707","53,128",
218,Nahouri,Province,"157,071","195,816",
219,Guiaro,Commune,"19,352","29,231",
220,Pô,Commune,"51,552","64,609",
221,Tiébélé,Commune,"54,985","61,007",
222,Zecco,Commune,"9,204","13,440",
223,Ziou,Commune,"21,978","27,529",
224,Namentenga,Province,"328,820","513,796",
225,Boala,Commune,"24,982","38,224",
226,Boulsa,Commune,"81,967","113,416",
227,Bouroum,Commune,"46,232","78,149",
228,Dargo,Commune,"29,266","42,905",
229,Nagbingou,Commune,"16,004","32,210",
230,Tougouri,Commune,"76,824","116,140",
231,Yalgo,Commune,"31,641","55,375",
232,Zéguédéguin,Commune,"21,904","37,377",
233,Nayala,Province,"163,433","223,151",
234,Gassan,Commune,"32,397","44,139",
235,Gossina,Commune,"18,442","26,241",
236,Kougny,Commune,"15,949","22,323",
237,Toma,Commune,"29,451","39,109",
238,Yaba,Commune,"31,627","41,381",
239,Yé,Commune,"35,567","49,958",
240,Noumbiel,Province,"70,036","98,915",
241,Batié,Commune,"31,963","44,526",
242,Boussoukoula,Commune,"7,211","12,620",
243,Kpuéré,Commune,"6,566","7,391",
244,Legmoin,Commune,"13,387","19,031",
245,Midebdo,Commune,"10,909","15,347",
246,Oubritenga,Province,"238,775","314,609",
247,Absouya,Commune,"26,338","35,237",
248,Dapélogo,Commune,"35,989","44,948",
249,Loumbila,Commune,"27,932","36,465",
250,Nagréongo,Commune,"23,318","35,451",
251,Ourgou-Manéga,Commune,"20,487","24,030",
252,Ziniaré,Commune,"62,972","88,316",
253,Zitenga,Commune,"41,739","50,162",
254,Oudalan,Province,"195,964","158,206",
255,Déou,Commune,"25,321","31,431",
256,Gorom-Gorom,Commune,"106,346","72,454",
257,Markoye,Commune,"27,478","28,486",
258,Oursi,Commune,"15,806","17,004",
259,Tin-Akoff,Commune,"21,013","8,831",
260,Passoré,Province,"323,222","457,930",
261,Arbollé ( Arbolé ),Commune,"45,848","60,270",
262,Bagaré,Commune,"23,311","33,334",
263,Bokin,Commune,"54,544","81,194",
264,Gomponsom,Commune,"18,268","27,074",
265,Kirsi,Commune,"19,019","29,816",
266,Lâ-Todin,Commune,"28,192","39,128",
267,Pilimpikou,Commune,"17,277","23,445",
268,Samba,Commune,"35,837","46,247",
269,Yako,Commune,"80,926","117,422",
270,Poni,Province,"256,931","356,918",
271,Bouroum-Bouroum,Commune,"10,231","13,939",
272,Bousséra,Commune,"17,834","18,133",
273,Djigoué,Commune,"20,319","39,238",
274,Gaoua,Commune,"52,733","78,081",
275,Gbomblora ( Gomblora ),Commune,"18,793","25,169",
276,Kampti,Commune,"43,850","65,725",
277,Loropéni,Commune,"45,191","61,952",
278,Malba,Commune,"11,399","12,681",
279,Nako,Commune,"27,916","32,078",
280,Périgban ( Pérignan ),Commune,"8,665","9,922",
281,Sanguié,Province,"297,036","391,617",
282,Dassa,Commune,"14,699","20,411",
283,Didyr,Commune,"40,955","53,361",
284,Godyr,Commune,"19,364","23,824",
285,Kordié,Commune,"18,281","26,227",
286,Kyon,Commune,"20,390","24,484",
287,Pouni,Commune,"39,236","57,067",
288,Réo,Commune,"61,960","75,866",
289,Ténado,Commune,"45,506","60,190",
290,Zamo,Commune,"15,548","22,865",
291,Zawara,Commune,"21,097","27,322",
292,Sanmatenga,Province,"598,014","884,819",
293,Barsalogho,Commune,"78,919","98,553",
294,Boussouma,Commune,"82,615","106,253",
295,Dablo,Commune,"20,707","28,416",
296,Kaya,Commune,"117,122","207,740",
297,Korsimoro,Commune,"44,545","64,349",
298,Mané,Commune,"46,484","72,901",
299,Namissiguima,Commune,"9,752","16,559",
300,Pensa,Commune,"36,158","52,480",
301,Pibaoré,Commune,"28,653","42,531",
302,Pissila,Commune,"98,460","146,671",
303,Ziga,Commune,"34,599","48,366",
304,Séno,Province,"264,991","404,716",
305,Bani,Commune,"59,278","88,913",
306,Dori,Commune,"106,808","180,559",
307,Falagountou,Commune,"18,180","33,890",
308,Gorgadji,Commune,"29,913","34,005",
309,Sampelga,Commune,"19,227","20,940",
310,Seytenga,Commune,"31,585","46,409",
311,Sissili,Province,"208,409","337,078",
312,Biéha,Commune,"30,112","52,733",
313,Boura,Commune,"24,547","40,448",
314,Léo,Commune,"51,037","85,574",
315,Nébiélianayou,Commune,"7,679","13,137",
316,Niabouri,Commune,"18,958","30,371",
317,Silly,Commune,"28,465","50,795",
318,Tô,Commune,"47,611","64,020",
319,Soum,Province,"347,335","363,661",
320,Arbinda ( Aribinda ),Commune,"91,020","98,447",
321,Baraboulé,Commune,"29,883","26,465",
322,Diguel,Commune,"8,989","7,372",
323,Djibo,Commune,"60,042","83,211",
324,Kelbo,Commune,"24,157","33,360",
325,Koutougou,Commune,"18,655","26,713",
326,Nassoumbou,Commune,"20,165","18,013",
327,Pobé-Mengao,Commune,"24,052","18,312",
328,Tongomayel,Commune,"70,372","51,768",
329,Sourou,Province,"220,622","285,011",
330,Di,Commune,"23,863","38,087",
331,Gomboro,Commune,"13,770","12,656",
332,Kassoum,Commune,"20,973","25,694",
333,Kiembara,Commune,"29,267","39,289",
334,Lanfièra,Commune,"18,817","25,486",
335,Lankoué,Commune,"16,141","21,910",
336,Toéni,Commune,"30,202","32,708",
337,Tougan,Commune,"67,589","89,181",
338,Tapoa,Province,"342,305","605,733",
339,Botou,Commune,"46,959","81,141",
340,Diapaga,Commune,"32,620","58,951",
341,Kantchari,Commune,"59,193","109,487",
342,Logobou,Commune,"61,418","97,068",
343,Namounou,Commune,"15,058","29,298",
344,Partiaga,Commune,"50,075","101,439",
345,Tambaga,Commune,"40,917","64,825",
346,Tansarga,Commune,"36,065","63,524",
347,Tuy,Province,"228,458","329,253",
348,Bekuy,Commune,"16,654","19,216",
349,Béréba,Commune,"25,219","31,264",
350,Boni ( Bony ),Commune,"16,377","24,447",
351,Founzan,Commune,"32,424","43,725",
352,Houndé,Commune,"76,998","133,403",
353,Koti,Commune,"24,534","31,179",
354,Koumbia,Commune,"36,252","46,019",
355,Yagha,Province,"160,152","171,594",
356,Boundoré,Commune,"22,773","15,918",
357,Mansila,Commune,"42,805","25,065",
358,Sebba,Commune,"32,374","34,881",
359,Solhan ( Solan ),Commune,"25,108","35,975",
360,Tankougounadié,Commune,"16,453","21,894",
361,Titabé,Commune,"20,639","37,861",
362,Yatenga,Province,"553,164","825,975",
363,Barga,Commune,"30,319","51,248",
364,Kaïn,Commune,"11,290","11,778",
365,Kalsaka,Commune,"51,408","78,184",
366,Kossouka,Commune,"17,197","26,926",
367,Koumbri,Commune,"44,535","61,818",
368,Namissiguima,Commune,"34,904","58,830",
369,Ouahigouya,Commune,"125,030","199,436",
370,Oula,Commune,"44,692","62,832",
371,Rambo,Commune,"34,019","46,957",
372,Séguénéga,Commune,"60,478","98,637",
373,Tangaye,Commune,"32,612","39,262",
374,Thiou,Commune,"48,296","66,589",
375,Zogoré,Commune,"18,384","23,478",
376,Ziro,Province,"175,915","241,731",
377,Bakata,Commune,"28,077","32,480",
378,Bougnounou,Commune,"21,202","28,938",
379,Cassou,Commune,"40,038","54,284",
380,Dalo,Commune,"10,746","12,831",
381,Gao,Commune,"19,884","26,453",
382,Sapouy,Commune,"55,968","86,745",
383,Zondoma,Province,"166,557","240,018",
384,Bassi,Commune,"21,557","34,424",
385,Boussou,Commune,"23,455","32,993",
386,Gourcy,Commune,"81,226","117,761",
387,Léba,Commune,"9,781","13,562",
388,Tougo,Commune,"30,538","41,278",
389,Zoundwéogo,Province,"245,947","312,045",
390,Béré,Commune,"28,738","33,489",
391,Bindé,Commune,"36,512","42,789",
392,Gogo,Commune,"38,208","49,619",
393,Gomboussougou,Commune,"46,420","70,710",
394,Guiba,Commune,"30,157","31,872",
395,Manga,Commune,"33,042","44,074",
396,Nobéré,Commune,"32,870","39,492",
397,Burkina Faso,Republic,"14,017,262","20,505,155",
